user_id,weekend_activity_ratio
AE4LSM4GFD66A4EIWZ2J5OSWQNGQ,0.0
AE4NUPKI764YXEKLO3RFELE6NKOA,1.0
AE4Q3FPKMKMRHPNWBCHW5XNVB6AA,0.0
AE4QJPWRRCQO3K2KCGZWRYDFV4KA,0.6666666666666666
AE4TAG762WBWX53E6DNM7XSVBDWQ,0.0
AE4VDUS22PQQM5D6W7WVWYWRYCEQ,0.0
AE4WMJOOYYWIJAOTOSPZEI27LSJA,1.0
AE52U34CK7FHXFZXLBV5T7EPLKPQ,0.0
AE53BPYA42RVO7EG7MIR7AMUSZBQ,0.0
AE53SGI7K7H4CEGNVNSO3CXSDNUQ,0.0
AE542ITELIXSMJJNDW2UQJSQLZNA,0.0
AE54PZQCH4FATQNTHJBWND5GTPMQ,0.0
AE55IRK2BWNVKDHN3INKG7I2JNEA,0.0
AE56IRAS2UYOMTI5XOSCRGXF3A2A,1.0
AE56U36OKSLHOJXLTYN6K5FVDSOQ,0.75
AE57MRF2R2ALCC6H5WQLFKT7KSSA,0.5416666666666666
AE5AEF6MZZ4Q6QVYQI66U2KNP6IQ,1.0
AE5BARZD36USKQBRWADEGTHGPSVQ,0.0
AE5CE7OYTR6GVPFPLDKU4WH2U3QA,1.0
AE5DIA2HDWBPNGBO2FXN2PF4NQJA,0.14285714285714285
AE5DK6FQTEOBBFONY64EW3ZFTYVQ,0.0
AE5EFPZILS6MKIZZBS536VEFQO4A,0.2
AE5GHFQZ6IXM4QNYTLTYJO24KQZQ,0.0
AE5II4T3UESJURZWUG4L7X5LMMWA,0.5
AE5KMBYQASBZID6LHGS76DVDFYPA,0.5
AE5LPFNQAV3XHJNHD2ICKIN257XQ,0.0
AE5N6XYINB7U5E735LESJZJMCAMQ,1.0
AE5NGNFR5BFZV4VEOUVLKIYPGDFA,0.0
AE5NMN6ZORL2AN3DXJN7RH234DEA,0.0
AE5NOSEXKQHWMPATOYD3FM2ZJ5BQ,0.0
AE5PCZCRUBNDXNLAT7SJKKBRPQIQ,0.0
AE5QBPPZ53NJC2BDX7UZPKJEL5CQ,1.0
AE5QCAY6EVMM5KGT4GNSMBUIAIEQ,0.6666666666666666
AE5R25NB3AXXTVV6R4GBQAZXQFFQ,1.0
AE5RPKDYYDXVZ7VNUHU76MFP2XFA,0.5
AE5TS6P6VOVNO5YYHRKEFAGHEMKA,0.0
AE5UW4XLVL5AXSJP24MTH4LKK4DA,0.0
AE5VC672ROYF2LMFXC5GZQ63D25A,0.0
AE5VPKX64CVOPH6X75C7EQXAIGLA,1.0
AE62OB3JYQR2U6F34BAIJPQ5SWOQ,1.0
AE62UN4Q5JNY6V3J6BOXSW4XC3KA,0.0
AE63IY2VV2QNP4BLIEEOP7YMQVCQ,0.0
AE63QWJX2YH2MYOW5UE7WO3DEGTA,0.25
AE63SKK47DLG5EONUFB3GH4UUJRA,0.2
AE64BPHBPF6A3OHCTHFDKJABRRMA,1.0
AE64TJC4RYNSJEH2O5BOXUYQ2OJQ,1.0
AE65J3QI4AE6R6VMJDM2GELREEUA,1.0
AE66SREAZUBIZQLO6N337HZ6LKRA,0.0
AE676FZ5UX5SR45OR7H5IQLLPLIQ,0.0
AE6AL5KN3ZXJZD62ZVOOFMNOZ4PA,0.25
AE6BON6K5BLJC7CW5FNBII2PFQCQ,0.0
AE6BQHYSTFGJAGWNJHT2QIWLQVOA,0.0
AE6BS6CP27GCC4E24ODYORMVXRXA,0.0
AE6D7ZSUYY43IOUORRDOY5EGKZSQ,0.0
AE6DFDMIJAVW57EVMRJH2M2X6ACA,1.0
AE6EPWEAGVOKWS42HYLLT2CZWTGQ,0.0
AE6ETV4O3RQHZKKWDOG5UMEAWQKA,0.0
AE6FCNSLO27JTUJYWXMN7NTUBRWQ,0.0
AE6FCSWU5QD2YEOQTS6ZS6WP24MA,1.0
AE6FJD2A2MHZF3KKAHCECTSJDWWA,0.0
AE6FQEKWD2XKUATYU2TWZE6HPO7Q,0.0
AE6G3FGNUAICEI7CN24HLLVKGLVA,1.0
AE6HTDHTIHQX37MKNM4RLKC4QPAA,0.0
AE6JGOLFSLXLAQX73X36J2I3RVNQ,0.5
AE6LANOUP4X6HAV2THT7JMXEZ5AA,0.0
AE6LJNAD5XA3OPVLECDOS46HGBZQ,0.0
AE6LXZB4CFCQIEZMHKLEWHCUAWEA,0.0
AE6M4A6VUJMAC6DSDEFVSCNTRXVQ,1.0
AE6MQB5IFXKYCRQ3JUSCB4CJGAHQ,0.0
AE6MYJPNUBVETY6GBEFCBTVGBMTA,0.0
AE6P2YJ6FKX332MD56GPJFSHXNJQ,0.14285714285714285
AE6R7KWG62VQK4KW25T2X2IRCKBA,1.0
AE6SFGOYFVW5332HQFP5TSJPOZYA,0.25
AE6SKOXFZQTERQA2STK7PQGOJHOQ,1.0
AE6SR3MLGOVKNCT34BBN3PDC34OA,0.0
AE6T5HPHZOJKN2BGUA3ZAVDKDOWQ,0.0
AE6U2ZCGCBRDU3TT3PVH44ITRLOA,1.0
AE6UBT75DVICTSPGLW5SKCLWCQKA,0.0
AE6VDHCPPW2D3R7IYILBAE5C32RA,1.0
AE6VOJKW3SN7SOLUTLAFUVZVSZVQ,0.0
AE6XLURQ2JFED7NWXHCGH4GQ6OBQ,0.3
AE6YLEEPJ47WLVVHEJ4CSBONBVBA,0.0
AE6Z44KMO6NKWNHG5K4VKOGESRNA,0.25
AE6ZACCQOGZIDDWM4TZPAEKUJRHA,1.0
AE72A3F2N3PVD4CJM527Z4N6CN2A,0.25
AE73SQJO4UU5DT7JN6KY2LDG4MUQ,0.0
AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,0.34375
AE75B5FZXGAK52RQY5XKLQTTK4HA,0.125
AE76ZZSO47UTKCCUYBOGXKFB4R4A,0.0
AE77VJ56TAIJ7X45CVYTUL6U7YKQ,1.0
AE7BV6IMNPZ3F266H7PXMH3BZQNQ,0.3247706422018349
AE7DXPRK4AXPP7WM3KFZQGLU6XNQ,0.0
AE7I4XETWQMHZM7DW7QOZE4HCHKQ,0.0
AE7IRGN5QWIIIPASDW4WG5LD7HNA,1.0
AE7KBICSNXLU4UH24NY5SQ6RCPKQ,0.0
AE7KKMDQFVFXWFU2Y2IWVTVLR7PA,0.0
AE7LHVMYVJ37S2AVVQ4VQ3AQDNOA,0.0
AE7NJNAHEAH2RHHWAAQ3UBSOT3IQ,0.0
AE7PS5YGIOGEVUGCTWRNJFDSKZUA,0.0
AE7RGRZE7GNOHIOPKEWBCW2RNBLA,0.0
AE7RZT7S3LOTSS2RZSNZJ6CZ32UQ,0.0
AE7SM7AAXKP5TUKS4SR5KQ4U3FLQ,0.0
AE7TEQNM7S2TTC7LTFZXCKMH5AAQ,0.0
AE7TI6OY6NOCS74NRNKBS7V2RC2A,1.0
AE7U5GXFMYFLQ7SRIULJYIQBFY6Q,0.0
AE7UMLDVE2HU5TNHW4NG7U3DCTSQ,0.0
AE7UWJJ7SYUMWXTVMWRCCAXNCV6Q,0.0
AE7UXMR4DETCYCS42MLXPM4WYCFQ,1.0
AE7W2UJVZSRJWTOBH4XLV6S5TYKA,0.0
AE7XECVDXRFBVTC4GBDYQ32Y53XQ,0.0
AE7Y5RLYIKHOZB5NKKOEKYG2SPSQ,0.21212121212121213
AE7ZDNPHYHOI7Q55LZSO6J3JAGYA,0.0
AE7ZR5DNB5MPPJ3KNECRHSDEDPUQ,0.4
AEA2AYPIP3RN2YZWRNFKKD6OGGBA,0.23529411764705882
AEA2HUVJRPQIXXW7G67BDM6QKTQQ,1.0
AEA2J63YMST3MYAXYVRE6RNKZPQA,0.0
AEA4MGHSNHUY7VP2O7DMPT4QOONA,0.5
AEA5CXVRQULWM6XGFQT2LJZ67D5A,0.3333333333333333
AEAAKJTQZFBCEF3SY6DP43GRASHA,0.5
AEAANRBX3MEOKWDZHJR57D4IKGJQ,0.0
AEAF5IPJIWVMWHJK5NL3GVIATL4A,1.0
AEAFMXFN5Y3QI6WQ6K5NBUCJALEA,0.0
AEAGCIMGDOZO4UE4KHV2Y4KGGIKA,0.5
AEAJJTYNMR64RK4DY4YUWQKRHJVQ,0.0
AEAKA6XDHEBKYWF5MI74RC77N4ZQ,0.0
AEAKL4XCE2VWMJB3ONTWZMQZCV6Q,0.0
AEAL7CCMGMGLZ7R4NHQ47R7RI2AA,0.0
AEAPVXLCCZWRESQGTCYMMC7KCU2A,0.0
AEAQZNKKZXYG6HRG2TTXEZUN3G6Q,0.0
AEASVRO6MDPXZIOTWH3SVNMYROOA,0.0
AEAU4B3HGL46SP3ARQZZ3B7PDA4Q,0.1
AEAUZK2OLWXD75AWJOCCGGCL3H2A,0.14285714285714285
AEAVLSCYOUN57UZXZ5WEWPIAG35Q,0.0
AEAY77QOBMM2D3P5A7JBKW52OVMA,0.0
AEAYAZZGR4AMIXCWZK2MZW437XRA,0.0
AEAYCPAO7M75VC7U2FA2U6NQBZDA,0.5714285714285714
AEAZOEPTNIR4ITRBHODX7UCKOWUQ,1.0
AEB2HFFRD4CUYOW4OMUYH2JFX2GQ,0.0
AEB3R5XKQSVEXWOIMF2JC5BQE2HA,0.75
AEB7QWAL6J4YHBCBKR5KYQ42IRFQ,0.3333333333333333
AEBEBRMSAX44H4SVVGZK3NMATP3A,0.0
AEBEJ6DXXVSLCXD6NJ4XPVWRYDNA,0.3333333333333333
AEBEMKCZEMUFCPGTHMPVILJ7Z5VA,0.0
AEBEVCYY3HASVJ2Z5Q2Q36TENT2A,0.75
AEBFBBNXOJIBL5SNXHXRSINM6IPA,1.0
AEBGDMORWULPCKAQGGLY254MN7OA,0.0
AEBHD4YLKOL6LOF7ZAP7RHYKQAPQ,0.6666666666666666
AEBIQICUNDRDP6YCUGOCC7GTIEPQ,0.0
AEBISU5SIQN5HOFNMY4OQL6C4QJQ,0.0
AEBJ4SUV5OQENDB2EPXUQKXEU6JA,0.0
AEBL2OJWAOEG5JTZDT64ADPLSLBQ,0.8571428571428571
AEBLCHCESVOG4V4FFTT2F3QC2ZLQ,0.3333333333333333
AEBNSOBHLXB4KZOBVYIOORKF7BZQ,1.0
AEBNTHYV4OUJD3W7CHID55QAIOSQ,0.0
AEBOX3VURJY6CTZCLHPYCTVADRNQ,0.0
AEBPDUY4HIPRXZ4YH55XOB7M6Y2A,1.0
AEBQ5WZ3O3H5UZQFB3WAOQ4KBYMA,0.0
AEBQTMAMKQWHOLTR4CYXKKZWXSMA,0.0
AEBV7EWLGRTRRJCHN73RYFM6EOBA,0.16666666666666666
AEBWL33GSNKG3JIUPBW4RPTVGYGA,0.0
AEC2MJZGFAK2UNNWWV7NGXQWQZHQ,0.0
AEC3D75RF7TIGCQECDVTKQVIGEMA,0.0
AEC4USL3AGDC4UZXCGL6AYRUCBBQ,1.0
AEC5V34TPJOF63AW677YFLFL2O2A,0.3333333333333333
AEC6MVPIPSLIVH7MQMW3U5XFND5A,0.16666666666666666
AEC7G5VBKTZL7FDURSHPTCSH6SJQ,0.0
AECABX3OO3GK7FCPZLFM3LT2E6UA,0.24324324324324326
AECBGBU5TUVNJ2C7IXIN5UQBLITQ,1.0
AECEKXENKICRDJMRX6JMACUJIBNA,1.0
AECFKOHKOZQ6OKTH2L2H3O6UE5FA,0.0
AECFNYM6K5MPHW6K4KLOO7LPFDHA,1.0
AECFPQ7LHOHU467275YKR7SDG23A,0.0
AECGR42H24LUU7DA7HEUMCRLTX7Q,0.3076923076923077
AECHB52QONJJCMFN35YBRV6AKRTQ,0.5
AECHLFVTT6FNIXXG7N7VUU4BNCIQ,0.5
AECHVBXH7FJUAZFS7XXIPZ5S622A,1.0
AECIBNSEFCIDJ5TLCTF6EABM55PQ,1.0
AECK3BJSJOAFSKAAUD4ILDFXZ7KQ,0.5
AECKU4ZPHHQE3ZSFLDTO3ZGPFKMA,0.0
AECMMWFRKTOFQM2KIG6Y5LU3IHEQ,0.0
AECNLTI4ESYH4VD7PNNS5CGLTS2A,0.0
AECOHBS2JG7YTB7SXWZAL6BK2GWA,1.0
AECPDURQ2KMD5FB6JAHM5C4Z32HQ,0.0
AECPKV55FXHN7NT3FZ6TTNTVZ42Q,0.0
AECPMAEJSYYD23UYKOADPPIEGVYA,0.0
AECPZQITGKJS4O5XYMI32OFAHCJA,0.0
AECQIFURJRHNZXBWSQCZEA6V3APQ,0.0
AECQSU4MZ746KKZ27AJS2AHF2AUA,0.0
AECRV4RVPWIOSQQ7AY2CJHYO7BLA,0.0
AECSPK7W2SUTAZD2GBBH4D4AMFBA,0.0
AECU5G5N7OSZDTE2ETVULZINKHHA,0.0
AECWZS4GONIY6NEZWVRQCZUINO5Q,1.0
AECXLOXE7CP2KTGNDWPTKSCSGZ2Q,0.0
AECXUOGFS5P25OEF7JRJZXIRFCDA,0.5
AECXUX4CMPAJGNENGFOHPYCRB3EA,0.0
AECYKJV5EQZFJODBA3VGFJRZ5MEA,1.0
AECYUS2KPJDGNS3SPUU6C6EBZX4Q,0.0
AED5LMSGUCDU443LODXZ4EYGEMKQ,0.0
AED5VKZVSF7PC3TOET3PKBA5J2JA,0.15384615384615385
AEDB2WFGSUHI7BUWXNHS45KI6X2A,1.0
AEDCEYFL3Q6AR3LBBW6KUGLIUZSA,0.0
AEDDULPRRWJ3YVRQJEN56ENGJUDQ,0.0
AEDFMGK4I5ZKJD7SMT2DXDMPIBSA,0.0
AEDGL5YNO7RJM3ZELOCGW6V7LMCA,0.0
AEDHXXX2F66EMWOSSPCQHS62UKNQ,0.18421052631578946
AEDJA3DZE2NRQHXEREBKMZKEXUPA,1.0
AEDJGRNGLDCSPDQ4JNQJ7CPOB7PA,0.0
AEDJVPROO4BDZVXAVXWZI5IVCZQQ,1.0
AEDJZTFJDNOW6JDLMBZNK2QBN3GQ,0.6153846153846154
AEDKMXFNRORNCFUMIVSRCXZHQXQA,0.5
AEDMZZ6MWGGX4RVMRIMG27LSUDZQ,0.0
AEDNNPW6JQ4H6NPMF2FYMIUZOTGQ,0.2857142857142857
AEDO62TLAI4YOHUV2RBYMGKY2WRA,0.0
AEDPXS6OX5MDZWZ6UNW4W2TJBDMA,0.0
AEDQPYY76IMRKDA2HGWZ7STA6V2A,0.7777777777777778
AEDQTJTWAISEO6O7RWFEVJHZ3R5A,0.0
AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,0.5172413793103449
AEDSHXCRSJ57WFVKHAVIS2ER2ADQ,0.0
AEDTBVJFD2IDHXKKY7DZSNKYUQ7Q,0.3333333333333333
AEDTXOC3YW6O7P2UPM22VNNRF77A,0.5
AEDTZCI4QCLKRFL5DA53JL47Z5UQ,0.3333333333333333
AEDUD7Z3NL2HLDOSTMUTZACOABRQ,0.0
AEDVPDZLOTFVVBIO5USWHEHM3EHA,0.0
AEDWKL5XHI2IRVNK2RTBOU7X7C3Q,0.0
AEDWRRZADBQDUTW7HBIWH4QSMUPQ,0.25
AEDWYRQ2KCNDP32XD6QDGF6H6O5A,1.0
AEE24FRNWQGT5GGFMFSDB7XXVGPA,0.0
AEE2PYYDXJGV6ZO3YHZBBEMSUG4Q,1.0
AEE3TDZND3EFQLDZE3NWYTHC44IA,0.0
AEE4BXFE7TFTVFCF67SANXQOQBVA,0.3076923076923077
AEE73ITH4FMRJH326B2F7E5QXAVQ,0.0
AEE7HJ4ALXIF445HXTCSCNNI2UJQ,0.5
AEE7M6SSLM6MOAKW7X5KGVI3QVHQ,1.0
AEEE65AUS66BL63NNQR354KQBHDA,0.5
AEEEESRIF6WSCNK5IZGYC4JTEVRA,0.0
AEEFMGZPLL5SFSPYSXWDJXFSRTKA,0.125
AEEH3I477FCAF4ODVKVNU2BV7MCQ,0.0
AEEJBFZKUBEEMBZUZJV4UHFVEEBQ,0.5
AEEM2QIBMUUXEAJIEQH2WT2KNZZA,0.6666666666666666
AEEM5MOB37EQJMFH37Q5S3FTNDCA,0.0
AEEOWWDWGCIOD4A76QBFBYWPAOWQ,0.0
AEEPQNBGOQFIIR36NAUCIFL5F3MQ,0.09090909090909091
AEERNRTIXU7UHRJNHJU5YLYFYKVA,0.0
AEF3JXPYJL5ILD6M2QONVD7FBTKA,0.25
AEF4REQMG4I6Y2JLLKMQE4U2QYXQ,1.0
AEF6BL2GCQFLEUYM6O4O37VYMX2A,0.0
AEF73L7G43IKVL33U4FCOPM7D6VQ,0.0
AEFBZVDIVRDLTNPKEPKAOFR2QPRQ,0.0
AEFCCVG7774SPHY5NVTYKXAM55UA,0.0
AEFDUJP4ZD3QWM5PBUFB7CCKOUNA,1.0
AEFEQA3KTVUYGB2YBVMK6DDPOYAA,0.0
AEFEZIYEZG7XTSPDTFIUQXWMGEDQ,0.0
AEFFEFBOJH4AZHFUE6O3PRLMGGNQ,0.2857142857142857
AEFFENLWFV4VD4WTZNN25XD2TX6Q,0.0
AEFHDB4HOJSHJ6YZF5NYIQULOUYA,0.0
AEFHGLOYQK7M6C3H2VZIAEQLMDDQ,0.0
AEFHQE7GHY2O23AJESRJ2NYVVPSQ,0.0
AEFIZWO3P6NV4AFJDRGBNNUDXE3Q,0.0
AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,0.14814814814814814
AEFLH72MFY4GRTNI3KZXNE4IUB2Q,0.0
AEFLZ7L6TGJDCP4D4KYZSOXLSWVA,0.0
AEFNBEO2F23NURCMGEW2U7BIEAWA,0.0
AEFNUVMRYZ3KJXQ2IBNNWCZHRZ7Q,1.0
AEFPR4MO6FE3KX4CMKTNWRRPVXNQ,0.0
AEFPXQRXU3XJCFVSVPUQSKAKIIFA,1.0
AEFQMLX72KCIFGZ634KPTI4H4UCQ,1.0
AEFRDA6JMSWHDFWB3WKM3YKVUNIA,0.0
AEFSYJ74RDBN7I4N5VCIXXYUBKHA,0.0
AEFVBJSXZ77TPGBXVOFDC3R2HNTA,0.0
AEFY3OUHLE6LD6FJZRQQTXUM3YKA,0.0
AEG55OACXBGEO7R7QFKTQHFOW3HA,0.6666666666666666
AEGA3SKGBQDJED7SUGKIIIKFN4LQ,1.0
AEGAMGWOMGCWN3UZ3UEPXAHDLT7Q,1.0
AEGB75NR3YIMYKZWHN7VCQTHMHSQ,1.0
AEGFGSYN3POFMUCGBXGA37WYWW3Q,0.4117647058823529
AEGHILC3CT4QCWZU4YID4KYLSPOA,0.0
AEGIKB526CGSEZKOOAGDOECZUDAA,0.0
AEGIRIDDNTVLPDPOENITR7TGRIIQ,0.0
AEGKGLKVBES5JY4PC67HV7NK4ZLQ,1.0
AEGMEALSBY7SRIOQAEOXK2IPD6WA,1.0
AEGMGLTFMCWKYL6SXPMC7TDUOPDQ,0.0
AEGP4K2EXLUNIH4AEK7MUE63SJLA,0.0
AEGQKT5UKTJWZNBNFWQLZRFCMFZQ,0.0
AEGSGSUXR3LH6KQWOH22QWKRQ4XA,0.0
AEGSJMUN6YF5UUOFDDMPNC5Q5BOQ,0.3333333333333333
AEGT6GE3DDJZA62P64RUATRFKNAQ,0.0
AEGVEWWGTQO3PK3JF5NYB7GSSSVQ,1.0
AEGVUPMHKYGFVGSWSMAKCN6LLCOA,0.0
AEGWB6TKO55D5VOFRRWVBFQXB4FQ,0.0
AEGWBVF7PNFDBUXXHG2ILSDATSSQ,0.0
AEGX3J5FCNGB53YHQNBNV6JVARRA,0.0
AEGXA7TRC652QBKCF2TMLFD7TYZA,0.0
AEGYM5EJXATORBAA5GIYKNXLVPPQ,1.0
AEGZCTBT5CHDBYAOUAVANB2O42BA,0.0
AEGZGTDZGAKIOGAFUQRYGAXQ53MQ,0.5
AEH2X3QQ7TQJGF6EKISLBNVVNWQA,0.0
AEH4YAKNQXUWPJT4D2UG3JEHN2NQ,0.0
AEH66QD7CSPM7ZVH7D7LRSA5HSNQ,0.1568627450980392
AEH6IYENFKTLSVR6QHSNIJEBCQBA,0.0
AEH6NGAY2BZCGDYMOVQ7QPHRMSIQ,0.3333333333333333
AEH7P323UG6THNH4C7POZIK4A72A,0.625
AEHL4V6GSVO4O74IBGPPODTERIFA,0.0
AEHMAK3OJBEB6X2O6THASYNGKHVQ,0.0
AEHMQSTB6ESWFAT4AHROTV6M7VWA,1.0
AEHNBWGO4HDWTBVNQQEZTJ37VRNA,0.5
AEHOUKDUSHPOEDHAISNAVI7ANZHA,0.3333333333333333
AEHPFU2KC7ZNEU5FVCJQEQV5NZWQ,0.0
AEHPS5NUGKYRMLCLDUJQQSBUHCPQ,0.0
AEHQSZPKDWC2VNXIIRGUOIKH5PAA,0.16666666666666666
AEHQZQG2S7HDP5BGTYWUCMV62WAQ,0.0
AEHS6BRPUEQG6NVTBOX5YXPROY7A,0.0
AEHSPDRMBKKRMORA3AJR74UOCW4Q,0.0
AEHUXAEM2PGGIF5RKDWUG5DQQXOQ,0.0
AEHVSZ72XXI4SU6XUNXMJAXUYN6Q,1.0
AEHWECNK65HS7NQNSESM632FEUJA,1.0
AEHWOWAIPMPP2EN6C24JJQROQ5VQ,0.3333333333333333
AEHWUHNTB5FX32HJ7UBOZ2WWUX3Q,0.25806451612903225
AEHZXP35GBAQS4TD74JRUOFZI7SA,0.0
AEHZZWYMY2FFELDYM2YRS7SUSWLA,0.0
AEI36HGRFOQF7RDQH5FIH5RNVG6Q,0.0
AEI3YFOJFBVAG54LKKVUHDTW64DA,0.0
AEI4TPGU6XI3PQ2VLXGLNBDX7NTA,0.0
AEI4YPQZG6TZOWHDFP7I22S4MQZQ,0.1
AEI63HS5MN6TIWXNZUMDQRDAMXTQ,0.0
AEI6N63YVUXCUAELLNTKUVBJOAVA,0.0
AEI6TPJRSHLYHKRSIVD3OFIMAHAA,0.0
AEI77MIQDTGYTCQMY5HGCYLKWXEA,0.5
AEI7RTDKV7AILIRFSTO6ASJ5XWWA,0.0
AEIA5Z6AZVK4X3O7K55CVIOMC46Q,1.0
AEIAFPI4OVACQ3FATZLIGP767SIA,0.0
AEIARIRYK2JJ7YHELWXQUFHJSI4A,0.3333333333333333
AEIBEZBGHEG54UXYFZYGPRUTBJVA,0.0
AEICZD35OTDYVWA2KPYWN4PDZ2SA,0.2903225806451613
AEIDW75IESCBYRJYZIKNX4GNP4SA,1.0
AEIF7UX2DWY4ZIRO25IWJJ365LXA,0.5
AEIGRGVLTJ7L2JUMK4Z3KIPYKAHA,0.5
AEIGX3ZZPJ5GS5RO4GZBHQ5Q74UQ,0.5
AEIGY6NRAYI32OI7KCWPVBTOALOA,0.0
AEIGYISHUVYNO26IKKNXZXFQB5EA,0.0
AEIH3AMKQZJ73QGAIUCQP3ETXQBA,0.0
AEIHLBFJPJBTWEC3LJIH5KROMKIA,0.0
AEIHN6JDLYL2QYCAOCBVEUPHU5EA,0.6
AEIIADPXUMFT4KJEZQUOZVZ67S5Q,0.0
AEILAYRBJMWGZQVLMC7DPKIUHONA,0.0
AEILPIBTEKFOQMYZQIK4E4OCSPQQ,0.0
AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,0.6666666666666666
AEIMOPTX5EHGZ6QH63SV6JC4NFWA,0.0
AEINWALDRYT4NTF3M5NC2WZ5YQNA,0.3684210526315789
AEINY4XOINMMJCK5GZ3M6MMHBN6A,0.4666666666666667
AEIOIVFNO6QX7OYOJNPRKQEWMPGA,0.0
AEIOQSYE7AR5XVS3CO6TZ4QANEYQ,0.0
AEIPJBAN7A55Q5DFFPZSR2UV3OKA,0.32786885245901637
AEIPNIBAH57OX4JUN7ALQ2KHOCSA,1.0
AEIPXVWUORGDX3K3WFJQQ3CFLUOQ,0.0
AEIQLBQJ7NYHYTTAKDWNYDA2KPUA,0.0
