user_id,nb_interactions,recency_days,nb_products,category_entropy,avg_rating,rating_std,avg_review_length,avg_sentiment,weekend_activity_ratio,cluster
AE3WJ3IDKDL3AVWIVWVIIFOQKBEQ,1,1987,1,-0.0,-1.2398890766409998,0.0,92.0,0.1747727272727272,1.0,0
AE3Y6N4OAXVU7AX3PZZ6M5LKEKKQ,1,589,1,-0.0,0.5577466835865666,0.0,119.0,0.3741391184573002,0.0,1
AE3YAVL3JIQDT4GSV23DI6MJ7TRQ,4,625,4,1.0,-0.5657756665556624,1.3482268201706746,22.25,0.3872023809523809,0.0,2
AE3ZEVN65B3MWKIBLFRBGMJDGJCA,7,258,7,1.1488348542809166,0.5577466835865666,0.0,36.857142857142854,0.4059920634920634,0.7142857142857143,2
AE3ZH3YVW3CVJSVJHXDKEOCQH55A,1,1927,1,-0.0,0.5577466835865666,0.0,49.0,0.462,0.0,1
AE427MY65PZ6FNZ2IY6HCTIIQZEQ,5,801,5,1.521928094887362,-1.9589433807320265,1.4769084840818796,46.0,0.1367499999999999,0.2,2
AE42GH4BGD3R3BJFMZWONYKTPPAA,1,187,1,-0.0,-3.0375248368685663,0.0,24.0,0.0333333333333333,1.0,0
AE42OJDQ4FOVEW4XS2ZWBDWFSOKA,1,2957,1,-0.0,0.5577466835865666,0.0,1.0,1.0,0.0,1
AE45QAEYVTPSHPANWBX4KRUF6MXQ,1,3235,1,-0.0,0.5577466835865666,0.0,21.0,0.925,0.0,1
AE45YMBT22253F3XWEESXGHVS42A,1,2176,1,-0.0,-1.2398890766409998,0.0,38.0,0.1775,1.0,3
AE475YIHKFR4FFV3ECYZS43DRZCA,1,6209,1,-0.0,-3.0375248368685663,0.0,215.0,0.0912245470578803,0.0,0
AE4DDAEAGC7FBWR6FUOUZI4WOZLQ,1,2201,1,-0.0,0.5577466835865666,0.0,9.0,0.48828125,0.0,1
AE4EY2RB3FDDFWK5AEBP2WP3AGMA,1,2502,1,-0.0,0.5577466835865666,0.0,10.0,0.5533333333333333,0.0,1
AE4HXIKWVZTAX53MFK77Z2TBZWVA,1,3670,1,-0.0,-3.0375248368685663,0.0,136.0,0.095,0.0,0
AE4JEBI6AAXVC6CKQCOSPLAVUCQQ,1,929,1,-0.0,0.5577466835865666,0.0,7.0,-0.175,1.0,3
AE4JY2AMAZ76UC5XAOVYLUC6E7YQ,1,3185,1,-0.0,0.5577466835865666,0.0,21.0,0.2992727272727272,0.0,1
AE4KVNO5P6N6SP6CQTZTIDHEAWFQ,11,11,11,0.6840384356390417,0.1491931017166652,0.4693923291038304,20.272727272727273,0.3819907407407407,0.3636363636363636,2
AE4L2LH55JNFCLHFXFC7YOEQSBIA,24,10,24,1.5283688992090207,-0.6032264115604034,0.9363011904174026,96.66666666666669,0.1403953029346936,0.2916666666666667,2
AE4LSM4GFD66A4EIWZ2J5OSWQNGQ,1,1519,1,-0.0,0.5577466835865666,0.0,120.0,0.6252307692307693,0.0,1
AE4NUPKI764YXEKLO3RFELE6NKOA,1,3191,1,-0.0,0.5577466835865666,0.0,59.0,0.31,1.0,3
AE4Q3FPKMKMRHPNWBCHW5XNVB6AA,1,3206,1,-0.0,0.5577466835865666,0.0,31.0,0.3285714285714285,0.0,1
AE4QJPWRRCQO3K2KCGZWRYDFV4KA,3,1483,3,-0.0,0.5577466835865666,0.0,13.666666666666666,0.7294270833333334,0.6666666666666666,3
AE4TAG762WBWX53E6DNM7XSVBDWQ,1,3136,1,-0.0,0.5577466835865666,0.0,48.0,0.2285714285714286,0.0,1
AE4VDUS22PQQM5D6W7WVWYWRYCEQ,1,1812,1,-0.0,0.5577466835865666,0.0,5.0,0.0,0.0,1
AE4WMJOOYYWIJAOTOSPZEI27LSJA,1,3295,1,-0.0,0.5577466835865666,0.0,22.0,0.3666666666666667,1.0,3
AE52U34CK7FHXFZXLBV5T7EPLKPQ,1,4578,1,-0.0,0.5577466835865666,0.0,131.0,0.505,0.0,1
AE53BPYA42RVO7EG7MIR7AMUSZBQ,1,2229,1,-0.0,0.5577466835865666,0.0,18.0,0.4025,0.0,1
AE53SGI7K7H4CEGNVNSO3CXSDNUQ,2,2607,2,-0.0,0.5577466835865666,0.0,35.5,0.4635,0.0,1
AE542ITELIXSMJJNDW2UQJSQLZNA,1,2310,1,-0.0,0.5577466835865666,0.0,17.0,0.236111111111111,0.0,1
AE54PZQCH4FATQNTHJBWND5GTPMQ,1,3334,1,-0.0,0.5577466835865666,0.0,106.0,0.1335353535353535,0.0,1
AE55IRK2BWNVKDHN3INKG7I2JNEA,1,1953,1,-0.0,0.5577466835865666,0.0,64.0,0.271590909090909,0.0,1
AE56IRAS2UYOMTI5XOSCRGXF3A2A,1,2112,1,-0.0,0.5577466835865666,0.0,2.0,0.7,1.0,3
AE56U36OKSLHOJXLTYN6K5FVDSOQ,8,2791,8,-0.0,0.4453944485723438,0.3177801090400867,37.0,0.3313516865079365,0.75,3
AE57MRF2R2ALCC6H5WQLFKT7KSSA,24,131,24,1.528368899209021,-0.0040144914845478,1.0200864169544115,22.708333333333332,0.2977619421611236,0.5416666666666666,2
AE5AEF6MZZ4Q6QVYQI66U2KNP6IQ,1,5648,1,-0.0,0.5577466835865666,0.0,85.0,0.2349999999999999,1.0,3
AE5BARZD36USKQBRWADEGTHGPSVQ,1,1404,1,-0.0,0.5577466835865666,0.0,54.0,0.2,0.0,1
AE5CE7OYTR6GVPFPLDKU4WH2U3QA,1,3274,1,-0.0,0.5577466835865666,0.0,54.0,0.3555555555555555,1.0,3
AE5DIA2HDWBPNGBO2FXN2PF4NQJA,21,109,21,0.4537163391869448,-0.0414652364892888,1.1487065987303506,61.04761904761905,0.2213543187045171,0.1428571428571428,2
AE5DK6FQTEOBBFONY64EW3ZFTYVQ,1,2618,1,-0.0,-3.0375248368685663,0.0,21.0,0.0,0.0,0
AE5EFPZILS6MKIZZBS536VEFQO4A,5,1303,5,-0.0,0.37798310756381,0.4019635758653351,8.6,0.5,0.2,1
AE5GHFQZ6IXM4QNYTLTYJO24KQZQ,1,2141,1,-0.0,0.5577466835865666,0.0,27.0,0.1888888888888888,0.0,1
AE5II4T3UESJURZWUG4L7X5LMMWA,2,800,2,1.0,0.5577466835865666,0.0,18.0,0.2333333333333333,0.5,2
AE5KMBYQASBZID6LHGS76DVDFYPA,4,50,4,0.8112781244591328,-1.2398890766409998,2.075730980144566,42.25,0.2512152777777778,0.5,2
AE5LPFNQAV3XHJNHD2ICKIN257XQ,1,3089,1,-0.0,-1.2398890766409998,0.0,9.0,0.5,0.0,1
AE5N6XYINB7U5E735LESJZJMCAMQ,1,342,1,-0.0,0.5577466835865666,0.0,3.0,0.7,1.0,3
AE5NGNFR5BFZV4VEOUVLKIYPGDFA,3,158,3,-0.0,0.5577466835865666,0.0,6.666666666666667,0.45,0.0,1
AE5NMN6ZORL2AN3DXJN7RH234DEA,1,1290,1,-0.0,0.5577466835865666,0.0,57.0,0.1844444444444444,0.0,1
AE5NOSEXKQHWMPATOYD3FM2ZJ5BQ,1,465,1,-0.0,0.5577466835865666,0.0,15.0,0.78375,0.0,1
AE5PCZCRUBNDXNLAT7SJKKBRPQIQ,3,627,3,1.584962500721156,0.5577466835865666,0.0,21.666666666666668,0.45,0.0,2
AE5QBPPZ53NJC2BDX7UZPKJEL5CQ,1,2728,1,-0.0,0.5577466835865666,0.0,22.0,0.4625,1.0,3
AE5QCAY6EVMM5KGT4GNSMBUIAIEQ,3,499,3,0.9182958340544896,-1.5394950366789275,1.8710386207450893,62.666666666666664,-0.2997222222222222,0.6666666666666666,2
AE5R25NB3AXXTVV6R4GBQAZXQFFQ,1,2854,1,-0.0,-3.0375248368685663,0.0,14.0,0.0499999999999999,1.0,0
AE5RPKDYYDXVZ7VNUHU76MFP2XFA,2,670,2,-0.0,0.5577466835865666,0.0,9.0,0.375,0.5,1
AE5TS6P6VOVNO5YYHRKEFAGHEMKA,1,380,1,-0.0,0.5577466835865666,0.0,24.0,0.175,0.0,1
AE5UW4XLVL5AXSJP24MTH4LKK4DA,1,3605,1,-0.0,0.5577466835865666,0.0,21.0,0.6416666666666666,0.0,1
AE5VC672ROYF2LMFXC5GZQ63D25A,1,2475,1,-0.0,-1.2398890766409998,0.0,16.0,0.4666666666666666,0.0,1
AE5VPKX64CVOPH6X75C7EQXAIGLA,1,3176,1,-0.0,0.5577466835865666,0.0,148.0,0.4269069264069264,1.0,3
AE62OB3JYQR2U6F34BAIJPQ5SWOQ,1,559,1,-0.0,0.5577466835865666,0.0,108.0,0.209861111111111,1.0,3
AE62UN4Q5JNY6V3J6BOXSW4XC3KA,1,3514,1,-0.0,-1.2398890766409998,0.0,62.0,0.175,0.0,0
AE63IY2VV2QNP4BLIEEOP7YMQVCQ,2,2552,2,-0.0,0.5577466835865666,0.0,8.0,0.7890625,0.0,1
AE63QWJX2YH2MYOW5UE7WO3DEGTA,4,524,4,1.5,-2.588115896811675,0.8988178801137834,29.25,-0.205625,0.25,2
AE63SKK47DLG5EONUFB3GH4UUJRA,5,82,5,-0.0,0.5577466835865666,0.0,13.6,0.1453333333333333,0.2,1
AE64BPHBPF6A3OHCTHFDKJABRRMA,1,1223,1,-0.0,0.5577466835865666,0.0,2.0,0.7,1.0,3
AE64TJC4RYNSJEH2O5BOXUYQ2OJQ,1,2434,1,-0.0,0.5577466835865666,0.0,4.0,0.8,1.0,3
AE65J3QI4AE6R6VMJDM2GELREEUA,1,1342,1,-0.0,0.5577466835865666,0.0,7.0,0.5,1.0,3
AE66SREAZUBIZQLO6N337HZ6LKRA,1,2663,1,-0.0,0.5577466835865666,0.0,10.0,0.85,0.0,1
AE676FZ5UX5SR45OR7H5IQLLPLIQ,1,1697,1,-0.0,0.5577466835865666,0.0,25.0,0.175,0.0,1
AE6AL5KN3ZXJZD62ZVOOFMNOZ4PA,4,457,4,-0.0,-0.1163667264987707,1.3482268201706746,26.5,0.4929166666666666,0.25,2
AE6BON6K5BLJC7CW5FNBII2PFQCQ,1,86,1,-0.0,0.5577466835865666,0.0,22.0,0.1833333333333333,0.0,1
AE6BQHYSTFGJAGWNJHT2QIWLQVOA,2,553,2,-0.0,-1.6892980166978917,0.6355602180801733,16.5,0.0875,0.0,0
AE6BS6CP27GCC4E24ODYORMVXRXA,1,352,1,-0.0,0.5577466835865666,0.0,2.0,1.0,0.0,1
AE6D7ZSUYY43IOUORRDOY5EGKZSQ,1,736,1,-0.0,-0.3410711965272165,0.0,86.0,0.4141873278236913,0.0,1
AE6DFDMIJAVW57EVMRJH2M2X6ACA,1,503,1,-0.0,0.5577466835865666,0.0,14.0,0.0,1.0,3
AE6EPWEAGVOKWS42HYLLT2CZWTGQ,1,2411,1,-0.0,0.5577466835865666,0.0,4.0,0.8,0.0,1
AE6ETV4O3RQHZKKWDOG5UMEAWQKA,1,1129,1,-0.0,0.5577466835865666,0.0,13.0,0.75,0.0,1
AE6FCNSLO27JTUJYWXMN7NTUBRWQ,1,6629,1,-0.0,0.5577466835865666,0.0,70.0,0.3428571428571428,0.0,1
AE6FCSWU5QD2YEOQTS6ZS6WP24MA,1,3078,1,-0.0,0.5577466835865666,0.0,13.0,0.4549999999999999,1.0,3
AE6FJD2A2MHZF3KKAHCECTSJDWWA,1,2591,1,-0.0,0.5577466835865666,0.0,25.0,0.2592764378478664,0.0,1
AE6FQEKWD2XKUATYU2TWZE6HPO7Q,1,1170,1,-0.0,0.5577466835865666,0.0,2.0,0.0,0.0,1
AE6G3FGNUAICEI7CN24HLLVKGLVA,1,2526,1,-0.0,0.5577466835865666,0.0,47.0,-0.0416666666666666,1.0,3
AE6HTDHTIHQX37MKNM4RLKC4QPAA,1,1290,1,-0.0,-1.2398890766409998,0.0,28.0,0.0333333333333333,0.0,0
AE6JGOLFSLXLAQX73X36J2I3RVNQ,4,2681,4,-0.0,0.3330422135581208,0.4494089400568916,547.0,0.2127964632043936,0.5,0
AE6LANOUP4X6HAV2THT7JMXEZ5AA,2,870,2,-0.0,0.5577466835865666,0.0,13.0,0.6,0.0,1
AE6LJNAD5XA3OPVLECDOS46HGBZQ,1,1969,1,-0.0,-0.3410711965272165,0.0,13.0,0.2333333333333333,0.0,1
AE6LXZB4CFCQIEZMHKLEWHCUAWEA,1,3440,1,-0.0,0.5577466835865666,0.0,33.0,0.275,0.0,1
AE6M4A6VUJMAC6DSDEFVSCNTRXVQ,1,4724,1,-0.0,0.5577466835865666,0.0,38.0,0.2875,1.0,3
AE6MQB5IFXKYCRQ3JUSCB4CJGAHQ,1,2678,1,-0.0,0.5577466835865666,0.0,25.0,0.4604166666666666,0.0,1
AE6MYJPNUBVETY6GBEFCBTVGBMTA,1,197,1,-0.0,0.5577466835865666,0.0,5.0,0.5,0.0,1
AE6P2YJ6FKX332MD56GPJFSHXNJQ,7,302,7,-0.0,-0.3410711965272165,1.3729669905337183,15.857142857142858,0.4837698412698413,0.1428571428571428,2
AE6R7KWG62VQK4KW25T2X2IRCKBA,1,3631,1,-0.0,0.5577466835865666,0.0,41.0,0.0533333333333333,1.0,3
AE6SFGOYFVW5332HQFP5TSJPOZYA,20,239,20,1.3567796494470394,0.0184559555182967,1.1809508541153857,29.25,0.3493484136234136,0.25,2
AE6SKOXFZQTERQA2STK7PQGOJHOQ,1,1182,1,-0.0,0.5577466835865666,0.0,7.0,0.875,1.0,3
AE6SR3MLGOVKNCT34BBN3PDC34OA,1,305,1,-0.0,-0.3410711965272165,0.0,70.0,0.1857142857142857,0.0,1
AE6T5HPHZOJKN2BGUA3ZAVDKDOWQ,3,731,3,-0.0,-0.0414652364892888,1.037865490072283,29.666666666666668,0.540446127946128,0.0,1
AE6U2ZCGCBRDU3TT3PVH44ITRLOA,1,2267,1,-0.0,0.5577466835865666,0.0,613.0,0.2610888460497836,1.0,0
AE6UBT75DVICTSPGLW5SKCLWCQKA,1,5583,1,-0.0,0.5577466835865666,0.0,43.0,0.1838095238095238,0.0,1
AE6VDHCPPW2D3R7IYILBAE5C32RA,1,923,1,-0.0,-0.3410711965272165,0.0,23.0,0.1375,1.0,3
AE6VOJKW3SN7SOLUTLAFUVZVSZVQ,1,140,1,-0.0,0.5577466835865666,0.0,112.0,0.1425,0.0,1
AE6XLURQ2JFED7NWXHCGH4GQ6OBQ,10,2913,10,0.4689955935892812,-0.3410711965272165,0.0,65.6,0.2866285714285714,0.3,1
AE6YLEEPJ47WLVVHEJ4CSBONBVBA,4,793,4,0.8112781244591328,0.5577466835865666,0.0,7.75,0.7,0.0,1
AE6Z44KMO6NKWNHG5K4VKOGESRNA,4,1113,4,0.8112781244591328,-1.015184606612554,1.8529605289514397,35.75,0.2840277777777777,0.25,2
AE6ZACCQOGZIDDWM4TZPAEKUJRHA,1,2736,1,-0.0,0.5577466835865666,0.0,1.0,0.8,1.0,3
AE72A3F2N3PVD4CJM527Z4N6CN2A,4,14,4,1.0,0.108337743529675,0.8988178801137832,8.75,0.353030303030303,0.25,2
AE73SQJO4UU5DT7JN6KY2LDG4MUQ,1,1722,1,-0.0,0.5577466835865666,0.0,18.0,-0.2,0.0,1
AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,32,52,32,0.6449742087569881,-0.7623920778305524,1.2708000529325334,22.09375,0.1972967457889333,0.34375,2
AE75B5FZXGAK52RQY5XKLQTTK4HA,8,1383,8,0.8112781244591328,-1.3522413116552228,1.1203076873298856,38.0,0.0651791914682539,0.125,2
AE76ZZSO47UTKCCUYBOGXKFB4R4A,2,2837,2,-0.0,0.5577466835865666,0.0,79.5,0.2458333333333333,0.0,1
AE77VJ56TAIJ7X45CVYTUL6U7YKQ,1,2638,1,-0.0,-3.0375248368685663,0.0,98.0,0.2055555555555555,1.0,0
AE7BV6IMNPZ3F266H7PXMH3BZQNQ,545,25,545,0.1562758095099132,-0.1217266496370639,0.6834588130542009,121.68073394495411,0.2518887312667808,0.3247706422018349,4
AE7DXPRK4AXPP7WM3KFZQGLU6XNQ,1,4375,1,-0.0,0.5577466835865666,0.0,43.0,-0.0375,0.0,1
AE7I4XETWQMHZM7DW7QOZE4HCHKQ,2,1624,2,-0.0,0.5577466835865666,0.0,28.5,0.4578125,0.0,1
AE7IRGN5QWIIIPASDW4WG5LD7HNA,1,1923,1,-0.0,-0.3410711965272165,0.0,8.0,0.2533333333333333,1.0,3
AE7KBICSNXLU4UH24NY5SQ6RCPKQ,1,3200,1,-0.0,0.5577466835865666,0.0,23.0,0.2666666666666666,0.0,1
AE7KKMDQFVFXWFU2Y2IWVTVLR7PA,1,1830,1,-0.0,0.5577466835865666,0.0,22.0,0.0,0.0,1
AE7LHVMYVJ37S2AVVQ4VQ3AQDNOA,1,2334,1,-0.0,-0.3410711965272165,0.0,1.0,0.7,0.0,1
AE7NJNAHEAH2RHHWAAQ3UBSOT3IQ,1,2825,1,-0.0,0.5577466835865666,0.0,5.0,0.0,0.0,1
AE7PS5YGIOGEVUGCTWRNJFDSKZUA,1,3360,1,-0.0,0.5577466835865666,0.0,208.0,0.1630357142857142,0.0,1
AE7RGRZE7GNOHIOPKEWBCW2RNBLA,1,2277,1,-0.0,-1.2398890766409998,0.0,18.0,0.475,0.0,1
AE7RZT7S3LOTSS2RZSNZJ6CZ32UQ,1,2124,1,-0.0,-0.3410711965272165,0.0,90.0,0.1977272727272727,0.0,1
AE7SM7AAXKP5TUKS4SR5KQ4U3FLQ,1,135,1,-0.0,0.5577466835865666,0.0,22.0,0.6166666666666667,0.0,1
AE7TEQNM7S2TTC7LTFZXCKMH5AAQ,8,2611,8,-0.0,0.5577466835865666,0.0,14.875,0.6526562499999999,0.0,1
AE7TI6OY6NOCS74NRNKBS7V2RC2A,1,1462,1,-0.0,-1.2398890766409998,0.0,7.0,0.2875,1.0,3
AE7U5GXFMYFLQ7SRIULJYIQBFY6Q,1,1912,1,-0.0,0.5577466835865666,0.0,52.0,0.5166666666666666,0.0,1
AE7UMLDVE2HU5TNHW4NG7U3DCTSQ,1,1799,1,-0.0,0.5577466835865666,0.0,15.0,0.4623376623376623,0.0,1
AE7UWJJ7SYUMWXTVMWRCCAXNCV6Q,1,2541,1,-0.0,-3.0375248368685663,0.0,266.0,-0.0098484848484848,0.0,0
AE7UXMR4DETCYCS42MLXPM4WYCFQ,1,2819,1,-0.0,0.5577466835865666,0.0,94.0,0.0876923076923077,1.0,3
AE7W2UJVZSRJWTOBH4XLV6S5TYKA,1,6472,1,-0.0,-0.3410711965272165,0.0,130.0,0.2452380952380952,0.0,1
AE7XECVDXRFBVTC4GBDYQ32Y53XQ,1,669,1,-0.0,0.5577466835865666,0.0,55.0,0.4078125,0.0,1
AE7Y5RLYIKHOZB5NKKOEKYG2SPSQ,33,22,33,1.420376403083,0.0402454798846914,1.1464399826076463,43.93939393939394,0.2513884554698948,0.2121212121212121,2
AE7ZDNPHYHOI7Q55LZSO6J3JAGYA,1,2489,1,-0.0,0.5577466835865666,0.0,5.0,1.0,0.0,1
AE7ZR5DNB5MPPJ3KNECRHSDEDPUQ,5,1064,5,1.521928094887362,0.5577466835865666,0.0,24.6,0.5675037878787879,0.4,2
AEA2AYPIP3RN2YZWRNFKKD6OGGBA,34,147,34,0.1914332548141934,0.4520034035731803,0.4830007219083228,28.058823529411764,0.2690196078431373,0.2352941176470588,1
AEA2HUVJRPQIXXW7G67BDM6QKTQQ,1,2064,1,-0.0,0.5577466835865666,0.0,3.0,0.40625,1.0,3
AEA2J63YMST3MYAXYVRE6RNKZPQA,1,3429,1,-0.0,0.5577466835865666,0.0,20.0,0.364,0.0,1
AEA4MGHSNHUY7VP2O7DMPT4QOONA,2,3046,2,-0.0,0.5577466835865666,0.0,194.5,0.2817673992673992,0.5,3
AEA5CXVRQULWM6XGFQT2LJZ67D5A,3,2561,3,-0.0,0.5577466835865666,0.0,31.666666666666668,0.446613455988456,0.3333333333333333,1
AEAAKJTQZFBCEF3SY6DP43GRASHA,2,83,2,-0.0,-0.7904801365841081,0.6355602180801735,7.0,0.3749999999999999,0.5,2
AEAANRBX3MEOKWDZHJR57D4IKGJQ,1,3336,1,-0.0,0.5577466835865666,0.0,21.0,0.9,0.0,1
AEAF5IPJIWVMWHJK5NL3GVIATL4A,1,2357,1,-0.0,0.5577466835865666,0.0,34.0,0.6375,1.0,3
AEAFMXFN5Y3QI6WQ6K5NBUCJALEA,3,92,3,-0.0,-0.3410711965272164,0.0,15.0,0.4433333333333333,0.0,1
AEAGCIMGDOZO4UE4KHV2Y4KGGIKA,2,2863,2,-0.0,0.5577466835865666,0.0,11.5,0.0,0.5,3
AEAJJTYNMR64RK4DY4YUWQKRHJVQ,1,2926,1,-0.0,-0.3410711965272165,0.0,81.0,0.1333333333333333,0.0,1
AEAKA6XDHEBKYWF5MI74RC77N4ZQ,1,3704,1,-0.0,-2.138706956754783,0.0,70.0,0.1447916666666666,0.0,0
AEAKL4XCE2VWMJB3ONTWZMQZCV6Q,1,3062,1,-0.0,-0.3410711965272165,0.0,5.0,0.39,0.0,1
