user_id,favorite_category,favorite_category_share,category_entropy
AE4LSM4GFD66A4EIWZ2J5OSWQNGQ,Digital_Music,1.0,-0.0
AE4NUPKI764YXEKLO3RFELE6NKOA,Digital_Music,1.0,-0.0
AE4Q3FPKMKMRHPNWBCHW5XNVB6AA,Electronics,1.0,-0.0
AE4QJPWRRCQO3K2KCGZWRYDFV4KA,CDs_and_Vinyl,1.0,-0.0
AE4TAG762WBWX53E6DNM7XSVBDWQ,Digital_Music,1.0,-0.0
AE4VDUS22PQQM5D6W7WVWYWRYCEQ,Digital_Music,1.0,-0.0
AE4WMJOOYYWIJAOTOSPZEI27LSJA,Digital_Music,1.0,-0.0
AE52U34CK7FHXFZXLBV5T7EPLKPQ,Digital_Music,1.0,-0.0
AE53BPYA42RVO7EG7MIR7AMUSZBQ,Digital_Music,1.0,-0.0
AE53SGI7K7H4CEGNVNSO3CXSDNUQ,Digital_Music,1.0,-0.0
AE542ITELIXSMJJNDW2UQJSQLZNA,Digital_Music,1.0,-0.0
AE54PZQCH4FATQNTHJBWND5GTPMQ,Digital_Music,1.0,-0.0
AE55IRK2BWNVKDHN3INKG7I2JNEA,Digital_Music,1.0,-0.0
AE56IRAS2UYOMTI5XOSCRGXF3A2A,Digital_Music,1.0,-0.0
AE56U36OKSLHOJXLTYN6K5FVDSOQ,CDs_and_Vinyl,1.0,-0.0
AE57MRF2R2ALCC6H5WQLFKT7KSSA,Electronics,0.625,1.528368899209021
AE5AEF6MZZ4Q6QVYQI66U2KNP6IQ,Digital_Music,1.0,-0.0
AE5BARZD36USKQBRWADEGTHGPSVQ,Digital_Music,1.0,-0.0
AE5CE7OYTR6GVPFPLDKU4WH2U3QA,Digital_Music,1.0,-0.0
AE5DIA2HDWBPNGBO2FXN2PF4NQJA,Clothing_Shoes_and_Jewelry,0.9047619047619048,0.4537163391869448
AE5DK6FQTEOBBFONY64EW3ZFTYVQ,Digital_Music,1.0,-0.0
AE5EFPZILS6MKIZZBS536VEFQO4A,Digital_Music,1.0,-0.0
AE5GHFQZ6IXM4QNYTLTYJO24KQZQ,CDs_and_Vinyl,1.0,-0.0
AE5II4T3UESJURZWUG4L7X5LMMWA,Automotive,0.5,1.0
AE5KMBYQASBZID6LHGS76DVDFYPA,Cell_Phones_and_Accessories,0.75,0.8112781244591328
AE5LPFNQAV3XHJNHD2ICKIN257XQ,Digital_Music,1.0,-0.0
AE5N6XYINB7U5E735LESJZJMCAMQ,Digital_Music,1.0,-0.0
AE5NGNFR5BFZV4VEOUVLKIYPGDFA,Digital_Music,1.0,-0.0
AE5NMN6ZORL2AN3DXJN7RH234DEA,Digital_Music,1.0,-0.0
AE5NOSEXKQHWMPATOYD3FM2ZJ5BQ,Digital_Music,1.0,-0.0
AE5PCZCRUBNDXNLAT7SJKKBRPQIQ,Automotive,0.3333333333333333,1.584962500721156
AE5QBPPZ53NJC2BDX7UZPKJEL5CQ,Digital_Music,1.0,-0.0
AE5QCAY6EVMM5KGT4GNSMBUIAIEQ,Cell_Phones_and_Accessories,0.6666666666666666,0.9182958340544896
AE5R25NB3AXXTVV6R4GBQAZXQFFQ,Electronics,1.0,-0.0
AE5RPKDYYDXVZ7VNUHU76MFP2XFA,Automotive,1.0,-0.0
AE5TS6P6VOVNO5YYHRKEFAGHEMKA,Digital_Music,1.0,-0.0
AE5UW4XLVL5AXSJP24MTH4LKK4DA,Automotive,1.0,-0.0
AE5VC672ROYF2LMFXC5GZQ63D25A,Digital_Music,1.0,-0.0
AE5VPKX64CVOPH6X75C7EQXAIGLA,Digital_Music,1.0,-0.0
AE62OB3JYQR2U6F34BAIJPQ5SWOQ,Digital_Music,1.0,-0.0
AE62UN4Q5JNY6V3J6BOXSW4XC3KA,Digital_Music,1.0,-0.0
AE63IY2VV2QNP4BLIEEOP7YMQVCQ,Digital_Music,1.0,-0.0
AE63QWJX2YH2MYOW5UE7WO3DEGTA,Automotive,0.5,1.5
AE63SKK47DLG5EONUFB3GH4UUJRA,Cell_Phones_and_Accessories,1.0,-0.0
AE64BPHBPF6A3OHCTHFDKJABRRMA,Digital_Music,1.0,-0.0
AE64TJC4RYNSJEH2O5BOXUYQ2OJQ,Digital_Music,1.0,-0.0
AE65J3QI4AE6R6VMJDM2GELREEUA,Digital_Music,1.0,-0.0
AE66SREAZUBIZQLO6N337HZ6LKRA,Digital_Music,1.0,-0.0
AE676FZ5UX5SR45OR7H5IQLLPLIQ,Digital_Music,1.0,-0.0
AE6AL5KN3ZXJZD62ZVOOFMNOZ4PA,Cell_Phones_and_Accessories,1.0,-0.0
AE6BON6K5BLJC7CW5FNBII2PFQCQ,Digital_Music,1.0,-0.0
AE6BQHYSTFGJAGWNJHT2QIWLQVOA,Digital_Music,1.0,-0.0
AE6BS6CP27GCC4E24ODYORMVXRXA,Digital_Music,1.0,-0.0
AE6D7ZSUYY43IOUORRDOY5EGKZSQ,Digital_Music,1.0,-0.0
AE6DFDMIJAVW57EVMRJH2M2X6ACA,Automotive,1.0,-0.0
AE6EPWEAGVOKWS42HYLLT2CZWTGQ,Automotive,1.0,-0.0
AE6ETV4O3RQHZKKWDOG5UMEAWQKA,Digital_Music,1.0,-0.0
AE6FCNSLO27JTUJYWXMN7NTUBRWQ,Digital_Music,1.0,-0.0
AE6FCSWU5QD2YEOQTS6ZS6WP24MA,Digital_Music,1.0,-0.0
AE6FJD2A2MHZF3KKAHCECTSJDWWA,Digital_Music,1.0,-0.0
AE6FQEKWD2XKUATYU2TWZE6HPO7Q,Digital_Music,1.0,-0.0
AE6G3FGNUAICEI7CN24HLLVKGLVA,Digital_Music,1.0,-0.0
AE6HTDHTIHQX37MKNM4RLKC4QPAA,Digital_Music,1.0,-0.0
AE6JGOLFSLXLAQX73X36J2I3RVNQ,Digital_Music,1.0,-0.0
AE6LANOUP4X6HAV2THT7JMXEZ5AA,Digital_Music,1.0,-0.0
AE6LJNAD5XA3OPVLECDOS46HGBZQ,Digital_Music,1.0,-0.0
AE6LXZB4CFCQIEZMHKLEWHCUAWEA,Digital_Music,1.0,-0.0
AE6M4A6VUJMAC6DSDEFVSCNTRXVQ,Digital_Music,1.0,-0.0
AE6MQB5IFXKYCRQ3JUSCB4CJGAHQ,Digital_Music,1.0,-0.0
AE6MYJPNUBVETY6GBEFCBTVGBMTA,Digital_Music,1.0,-0.0
AE6P2YJ6FKX332MD56GPJFSHXNJQ,Cell_Phones_and_Accessories,1.0,-0.0
AE6R7KWG62VQK4KW25T2X2IRCKBA,Digital_Music,1.0,-0.0
AE6SFGOYFVW5332HQFP5TSJPOZYA,Electronics,0.7,1.3567796494470394
AE6SKOXFZQTERQA2STK7PQGOJHOQ,Cell_Phones_and_Accessories,1.0,-0.0
AE6SR3MLGOVKNCT34BBN3PDC34OA,Digital_Music,1.0,-0.0
AE6T5HPHZOJKN2BGUA3ZAVDKDOWQ,Cell_Phones_and_Accessories,1.0,-0.0
AE6U2ZCGCBRDU3TT3PVH44ITRLOA,Digital_Music,1.0,-0.0
AE6UBT75DVICTSPGLW5SKCLWCQKA,Digital_Music,1.0,-0.0
AE6VDHCPPW2D3R7IYILBAE5C32RA,Digital_Music,1.0,-0.0
AE6VOJKW3SN7SOLUTLAFUVZVSZVQ,Digital_Music,1.0,-0.0
AE6XLURQ2JFED7NWXHCGH4GQ6OBQ,CDs_and_Vinyl,0.9,0.4689955935892812
AE6YLEEPJ47WLVVHEJ4CSBONBVBA,Automotive,0.75,0.8112781244591328
AE6Z44KMO6NKWNHG5K4VKOGESRNA,Cell_Phones_and_Accessories,0.75,0.8112781244591328
AE6ZACCQOGZIDDWM4TZPAEKUJRHA,CDs_and_Vinyl,1.0,-0.0
AE72A3F2N3PVD4CJM527Z4N6CN2A,Cell_Phones_and_Accessories,0.5,1.0
AE73SQJO4UU5DT7JN6KY2LDG4MUQ,Automotive,1.0,-0.0
AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,Clothing_Shoes_and_Jewelry,0.875,0.6449742087569881
AE75B5FZXGAK52RQY5XKLQTTK4HA,Cell_Phones_and_Accessories,0.75,0.8112781244591328
AE76ZZSO47UTKCCUYBOGXKFB4R4A,Digital_Music,1.0,-0.0
AE77VJ56TAIJ7X45CVYTUL6U7YKQ,Digital_Music,1.0,-0.0
AE7BV6IMNPZ3F266H7PXMH3BZQNQ,CDs_and_Vinyl,0.9798165137614679,0.1562758095099132
AE7DXPRK4AXPP7WM3KFZQGLU6XNQ,Digital_Music,1.0,-0.0
AE7I4XETWQMHZM7DW7QOZE4HCHKQ,Digital_Music,1.0,-0.0
AE7IRGN5QWIIIPASDW4WG5LD7HNA,Digital_Music,1.0,-0.0
AE7KBICSNXLU4UH24NY5SQ6RCPKQ,Digital_Music,1.0,-0.0
AE7KKMDQFVFXWFU2Y2IWVTVLR7PA,Cell_Phones_and_Accessories,1.0,-0.0
AE7LHVMYVJ37S2AVVQ4VQ3AQDNOA,Digital_Music,1.0,-0.0
AE7NJNAHEAH2RHHWAAQ3UBSOT3IQ,Digital_Music,1.0,-0.0
AE7PS5YGIOGEVUGCTWRNJFDSKZUA,Digital_Music,1.0,-0.0
AE7RGRZE7GNOHIOPKEWBCW2RNBLA,Digital_Music,1.0,-0.0
AE7RZT7S3LOTSS2RZSNZJ6CZ32UQ,Cell_Phones_and_Accessories,1.0,-0.0
AE7SM7AAXKP5TUKS4SR5KQ4U3FLQ,Digital_Music,1.0,-0.0
AE7TEQNM7S2TTC7LTFZXCKMH5AAQ,Digital_Music,1.0,-0.0
AE7TI6OY6NOCS74NRNKBS7V2RC2A,Digital_Music,1.0,-0.0
AE7U5GXFMYFLQ7SRIULJYIQBFY6Q,Digital_Music,1.0,-0.0
AE7UMLDVE2HU5TNHW4NG7U3DCTSQ,CDs_and_Vinyl,1.0,-0.0
AE7UWJJ7SYUMWXTVMWRCCAXNCV6Q,Digital_Music,1.0,-0.0
AE7UXMR4DETCYCS42MLXPM4WYCFQ,Digital_Music,1.0,-0.0
AE7W2UJVZSRJWTOBH4XLV6S5TYKA,Digital_Music,1.0,-0.0
AE7XECVDXRFBVTC4GBDYQ32Y53XQ,Digital_Music,1.0,-0.0
AE7Y5RLYIKHOZB5NKKOEKYG2SPSQ,Electronics,0.5151515151515151,1.420376403083
AE7ZDNPHYHOI7Q55LZSO6J3JAGYA,Digital_Music,1.0,-0.0
AE7ZR5DNB5MPPJ3KNECRHSDEDPUQ,Automotive,0.4,1.5219280948873621
AEA2AYPIP3RN2YZWRNFKKD6OGGBA,Books,0.9705882352941176,0.19143325481419343
AEA2HUVJRPQIXXW7G67BDM6QKTQQ,Digital_Music,1.0,-0.0
AEA2J63YMST3MYAXYVRE6RNKZPQA,Cell_Phones_and_Accessories,1.0,-0.0
AEA4MGHSNHUY7VP2O7DMPT4QOONA,Digital_Music,1.0,-0.0
AEA5CXVRQULWM6XGFQT2LJZ67D5A,Digital_Music,1.0,-0.0
AEAAKJTQZFBCEF3SY6DP43GRASHA,Automotive,1.0,-0.0
AEAANRBX3MEOKWDZHJR57D4IKGJQ,Digital_Music,1.0,-0.0
AEAF5IPJIWVMWHJK5NL3GVIATL4A,Digital_Music,1.0,-0.0
AEAFMXFN5Y3QI6WQ6K5NBUCJALEA,Digital_Music,1.0,-0.0
AEAGCIMGDOZO4UE4KHV2Y4KGGIKA,Digital_Music,1.0,-0.0
AEAJJTYNMR64RK4DY4YUWQKRHJVQ,Digital_Music,1.0,-0.0
AEAKA6XDHEBKYWF5MI74RC77N4ZQ,Digital_Music,1.0,-0.0
AEAKL4XCE2VWMJB3ONTWZMQZCV6Q,Digital_Music,1.0,-0.0
AEAL7CCMGMGLZ7R4NHQ47R7RI2AA,Digital_Music,1.0,-0.0
AEAPVXLCCZWRESQGTCYMMC7KCU2A,Digital_Music,1.0,-0.0
AEAQZNKKZXYG6HRG2TTXEZUN3G6Q,Digital_Music,1.0,-0.0
AEASVRO6MDPXZIOTWH3SVNMYROOA,Digital_Music,1.0,-0.0
AEAU4B3HGL46SP3ARQZZ3B7PDA4Q,Automotive,0.6,1.295461844238322
AEAUZK2OLWXD75AWJOCCGGCL3H2A,Electronics,0.5714285714285714,1.3787834934861753
AEAVLSCYOUN57UZXZ5WEWPIAG35Q,Digital_Music,1.0,-0.0
AEAY77QOBMM2D3P5A7JBKW52OVMA,Digital_Music,1.0,-0.0
AEAYAZZGR4AMIXCWZK2MZW437XRA,CDs_and_Vinyl,0.5,1.0
AEAYCPAO7M75VC7U2FA2U6NQBZDA,Books,0.9285714285714286,0.37123232664087563
AEAZOEPTNIR4ITRBHODX7UCKOWUQ,Digital_Music,1.0,-0.0
AEB2HFFRD4CUYOW4OMUYH2JFX2GQ,Automotive,1.0,-0.0
AEB3R5XKQSVEXWOIMF2JC5BQE2HA,Digital_Music,1.0,-0.0
AEB7QWAL6J4YHBCBKR5KYQ42IRFQ,Electronics,0.6666666666666666,0.9182958340544896
AEBEBRMSAX44H4SVVGZK3NMATP3A,Digital_Music,1.0,-0.0
AEBEJ6DXXVSLCXD6NJ4XPVWRYDNA,Automotive,1.0,-0.0
AEBEMKCZEMUFCPGTHMPVILJ7Z5VA,Clothing_Shoes_and_Jewelry,0.6666666666666666,0.9182958340544896
AEBEVCYY3HASVJ2Z5Q2Q36TENT2A,Automotive,0.7678571428571429,0.8725525209711026
AEBFBBNXOJIBL5SNXHXRSINM6IPA,Automotive,1.0,-0.0
AEBGDMORWULPCKAQGGLY254MN7OA,Digital_Music,1.0,-0.0
AEBHD4YLKOL6LOF7ZAP7RHYKQAPQ,Clothing_Shoes_and_Jewelry,1.0,-0.0
AEBIQICUNDRDP6YCUGOCC7GTIEPQ,CDs_and_Vinyl,1.0,-0.0
AEBISU5SIQN5HOFNMY4OQL6C4QJQ,Digital_Music,1.0,-0.0
AEBJ4SUV5OQENDB2EPXUQKXEU6JA,Digital_Music,1.0,-0.0
AEBL2OJWAOEG5JTZDT64ADPLSLBQ,CDs_and_Vinyl,0.7142857142857143,0.863120568566631
AEBLCHCESVOG4V4FFTT2F3QC2ZLQ,Automotive,1.0,-0.0
AEBNSOBHLXB4KZOBVYIOORKF7BZQ,Digital_Music,1.0,-0.0
AEBNTHYV4OUJD3W7CHID55QAIOSQ,CDs_and_Vinyl,1.0,-0.0
AEBOX3VURJY6CTZCLHPYCTVADRNQ,Digital_Music,1.0,-0.0
AEBPDUY4HIPRXZ4YH55XOB7M6Y2A,Digital_Music,1.0,-0.0
AEBQ5WZ3O3H5UZQFB3WAOQ4KBYMA,Digital_Music,1.0,-0.0
AEBQTMAMKQWHOLTR4CYXKKZWXSMA,Clothing_Shoes_and_Jewelry,1.0,-0.0
AEBV7EWLGRTRRJCHN73RYFM6EOBA,Cell_Phones_and_Accessories,0.3333333333333333,2.0021722231837638
AEBWL33GSNKG3JIUPBW4RPTVGYGA,Digital_Music,1.0,-0.0
AEC2MJZGFAK2UNNWWV7NGXQWQZHQ,Digital_Music,1.0,-0.0
AEC3D75RF7TIGCQECDVTKQVIGEMA,Digital_Music,1.0,-0.0
AEC4USL3AGDC4UZXCGL6AYRUCBBQ,Automotive,1.0,-0.0
AEC5V34TPJOF63AW677YFLFL2O2A,Digital_Music,1.0,-0.0
AEC6MVPIPSLIVH7MQMW3U5XFND5A,Electronics,0.4166666666666667,1.8250112108241772
AEC7G5VBKTZL7FDURSHPTCSH6SJQ,Digital_Music,1.0,-0.0
AECABX3OO3GK7FCPZLFM3LT2E6UA,Clothing_Shoes_and_Jewelry,0.7837837837837838,1.0880725728414795
AECBGBU5TUVNJ2C7IXIN5UQBLITQ,Digital_Music,1.0,-0.0
AECEKXENKICRDJMRX6JMACUJIBNA,Digital_Music,1.0,-0.0
AECFKOHKOZQ6OKTH2L2H3O6UE5FA,Digital_Music,1.0,-0.0
AECFNYM6K5MPHW6K4KLOO7LPFDHA,Digital_Music,1.0,-0.0
AECFPQ7LHOHU467275YKR7SDG23A,Digital_Music,1.0,-0.0
AECGR42H24LUU7DA7HEUMCRLTX7Q,Cell_Phones_and_Accessories,0.6923076923076923,1.1401156785146092
AECHB52QONJJCMFN35YBRV6AKRTQ,CDs_and_Vinyl,0.8333333333333334,0.6500224216483541
AECHLFVTT6FNIXXG7N7VUU4BNCIQ,Cell_Phones_and_Accessories,1.0,-0.0
AECHVBXH7FJUAZFS7XXIPZ5S622A,CDs_and_Vinyl,1.0,-0.0
AECIBNSEFCIDJ5TLCTF6EABM55PQ,CDs_and_Vinyl,1.0,-0.0
AECK3BJSJOAFSKAAUD4ILDFXZ7KQ,Books,0.5,1.0
AECKU4ZPHHQE3ZSFLDTO3ZGPFKMA,Automotive,1.0,-0.0
AECMMWFRKTOFQM2KIG6Y5LU3IHEQ,Digital_Music,1.0,-0.0
AECNLTI4ESYH4VD7PNNS5CGLTS2A,Digital_Music,1.0,-0.0
AECOHBS2JG7YTB7SXWZAL6BK2GWA,Digital_Music,1.0,-0.0
AECPDURQ2KMD5FB6JAHM5C4Z32HQ,CDs_and_Vinyl,1.0,-0.0
AECPKV55FXHN7NT3FZ6TTNTVZ42Q,CDs_and_Vinyl,1.0,-0.0
AECPMAEJSYYD23UYKOADPPIEGVYA,Electronics,1.0,-0.0
AECPZQITGKJS4O5XYMI32OFAHCJA,Digital_Music,1.0,-0.0
AECQIFURJRHNZXBWSQCZEA6V3APQ,Digital_Music,1.0,-0.0
AECQSU4MZ746KKZ27AJS2AHF2AUA,CDs_and_Vinyl,1.0,-0.0
AECRV4RVPWIOSQQ7AY2CJHYO7BLA,Cell_Phones_and_Accessories,1.0,-0.0
AECSPK7W2SUTAZD2GBBH4D4AMFBA,Digital_Music,1.0,-0.0
AECU5G5N7OSZDTE2ETVULZINKHHA,Automotive,1.0,-0.0
AECWZS4GONIY6NEZWVRQCZUINO5Q,Digital_Music,1.0,-0.0
AECXLOXE7CP2KTGNDWPTKSCSGZ2Q,CDs_and_Vinyl,1.0,-0.0
AECXUOGFS5P25OEF7JRJZXIRFCDA,Digital_Music,1.0,-0.0
AECXUX4CMPAJGNENGFOHPYCRB3EA,CDs_and_Vinyl,1.0,-0.0
AECYKJV5EQZFJODBA3VGFJRZ5MEA,Digital_Music,1.0,-0.0
AECYUS2KPJDGNS3SPUU6C6EBZX4Q,Digital_Music,1.0,-0.0
AED5LMSGUCDU443LODXZ4EYGEMKQ,Digital_Music,1.0,-0.0
AED5VKZVSF7PC3TOET3PKBA5J2JA,Cell_Phones_and_Accessories,0.5384615384615384,0.9957274520849255
AEDB2WFGSUHI7BUWXNHS45KI6X2A,Cell_Phones_and_Accessories,1.0,-0.0
AEDCEYFL3Q6AR3LBBW6KUGLIUZSA,Digital_Music,1.0,-0.0
AEDDULPRRWJ3YVRQJEN56ENGJUDQ,Automotive,1.0,-0.0
AEDFMGK4I5ZKJD7SMT2DXDMPIBSA,Digital_Music,1.0,-0.0
AEDGL5YNO7RJM3ZELOCGW6V7LMCA,Digital_Music,1.0,-0.0
AEDHXXX2F66EMWOSSPCQHS62UKNQ,Electronics,0.8421052631578947,0.9321380397593749
AEDJA3DZE2NRQHXEREBKMZKEXUPA,Clothing_Shoes_and_Jewelry,1.0,-0.0
AEDJGRNGLDCSPDQ4JNQJ7CPOB7PA,Digital_Music,1.0,-0.0
AEDJVPROO4BDZVXAVXWZI5IVCZQQ,Digital_Music,1.0,-0.0
AEDJZTFJDNOW6JDLMBZNK2QBN3GQ,Clothing_Shoes_and_Jewelry,0.9230769230769231,0.39124356362925566
AEDKMXFNRORNCFUMIVSRCXZHQXQA,Cell_Phones_and_Accessories,1.0,-0.0
AEDMZZ6MWGGX4RVMRIMG27LSUDZQ,Digital_Music,1.0,-0.0
AEDNNPW6JQ4H6NPMF2FYMIUZOTGQ,Electronics,0.38095238095238093,1.9347154954246264
AEDO62TLAI4YOHUV2RBYMGKY2WRA,Digital_Music,1.0,-0.0
AEDPXS6OX5MDZWZ6UNW4W2TJBDMA,Digital_Music,1.0,-0.0
AEDQPYY76IMRKDA2HGWZ7STA6V2A,Automotive,0.7777777777777778,0.7642045065086203
AEDQTJTWAISEO6O7RWFEVJHZ3R5A,Digital_Music,1.0,-0.0
AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,Clothing_Shoes_and_Jewelry,0.3793103448275862,1.9582276219441919
AEDSHXCRSJ57WFVKHAVIS2ER2ADQ,Digital_Music,1.0,-0.0
AEDTBVJFD2IDHXKKY7DZSNKYUQ7Q,Cell_Phones_and_Accessories,0.6666666666666666,0.9182958340544896
AEDTXOC3YW6O7P2UPM22VNNRF77A,CDs_and_Vinyl,1.0,-0.0
AEDTZCI4QCLKRFL5DA53JL47Z5UQ,Automotive,1.0,-0.0
AEDUD7Z3NL2HLDOSTMUTZACOABRQ,Digital_Music,1.0,-0.0
AEDVPDZLOTFVVBIO5USWHEHM3EHA,Digital_Music,1.0,-0.0
AEDWKL5XHI2IRVNK2RTBOU7X7C3Q,Digital_Music,1.0,-0.0
AEDWRRZADBQDUTW7HBIWH4QSMUPQ,Electronics,0.5,1.5
AEDWYRQ2KCNDP32XD6QDGF6H6O5A,Digital_Music,1.0,-0.0
AEE24FRNWQGT5GGFMFSDB7XXVGPA,Digital_Music,1.0,-0.0
AEE2PYYDXJGV6ZO3YHZBBEMSUG4Q,Automotive,0.75,0.8112781244591328
AEE3TDZND3EFQLDZE3NWYTHC44IA,Digital_Music,1.0,-0.0
AEE4BXFE7TFTVFCF67SANXQOQBVA,Electronics,0.38461538461538464,1.8875386446885054
AEE73ITH4FMRJH326B2F7E5QXAVQ,Digital_Music,1.0,-0.0
AEE7HJ4ALXIF445HXTCSCNNI2UJQ,Digital_Music,1.0,-0.0
AEE7M6SSLM6MOAKW7X5KGVI3QVHQ,Digital_Music,1.0,-0.0
