rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,category,user_id_enc,item_id_enc,rating_norm
1.0,Not sure why this has good reviews. My devices had a hard time connecting,This devices brought my wifi network to its knees. Not sure why this has good reviews. My devices had a hard time connecting. And even if my devices weren't connected it would hog a bunch of bandwidth and slow the whole network. I personally would just buy an AirPort Extreme. That solved range problems for me.,[],B00L0YLRUW,B00L0YLRUW,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2015-08-10 17:01:29.000,0,True,Electronics,2122,8460,-3.0375248368685663
3.0,Works but corners crack,"Works well, but the corner of the plastic cracked and is broken after a month or so. I think at least 2 of the plastic corners are cracked now. still works but wish it was higher quality.",[],B00CB7W1GG,B01HHURN3W,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2014-08-25 19:42:23.000,0,True,Electronics,2122,10483,-1.2398890766409998
5.0,legit,legit.  love them.  I play with 1 in fully and 1 ear in 1/2.  really nice.  good product.  buy rechargeable batteries to go with them you'll save $$$,[],B004S2JX7W,B004S2JX7W,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2013-11-20 01:52:20.000,1,True,Electronics,2122,6286,0.5577466835865666
3.0,marginal sound quality,"this really deserves 3 stars.  its not terrible, but its not great.  first is sound quality.  its not terrible.  2nd is limited distance.  its not terrible, but not great.<br /><br />I wish I had found a better product.",[],B0047T79VS,B0047T79VS,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2012-08-08 06:08:03.000,0,True,Electronics,2122,6090,-1.2398890766409998
5.0,Five Stars,These work great for 8x10 frames.,[],B00IXNUDG2,B00IXNUDG2,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,2018-07-02 18:36:56.080,0,True,Electronics,2778,8254,0.5577466835865666
5.0,... stronger WIFI to my upstairs level & it works great! Great value for the price,Bought to get stronger WIFI to my upstairs level & it works great! Great value for the price!,[],B00PVCXB4Y,B00PVCXB4Y,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,2018-07-02 18:34:41.268,0,True,Electronics,2778,8845,0.5577466835865666
5.0,My kids love the wi fi streaming options,This is the 3rd Sony Blu Ray player I have bought & have been impressed with them all. My kids love the wi fi streaming options.,[],B00TYFCJ8S,B00X5C22SS,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,2016-04-22 13:19:42.000,0,True,Electronics,2778,9236,0.5577466835865666
5.0,Love Otterbox cases,Love Otterbox cases. These have protected my 7 & 9 year old's IPods with lots of drops & wear & tear.,[],B007Y2YVHU,B0BKQZGST4,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,2015-04-06 13:17:55.000,0,True,Electronics,2778,18976,0.5577466835865666
5.0,Five Stars,great product. high quality. fits perfectly.,[],B01LQF8B7G,B01LQF8B7G,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2017-02-05 18:47:59.000,0,True,Electronics,2362,10772,0.5577466835865666
4.0,Four Stars,Pretty cool!!!<br /><br />Thanks Amazon.,[],B00ZV9RDKK,B075X8471B,AEM663T6XHZFWLODF4US2RCOCUSA,2017-10-31 23:07:42.120,0,True,Electronics,532,11863,-0.34107119652721657
5.0,NO GLUE JUST SCREWS,It came in quickly.  My son and grandson put it together for me in about 3 or 4 hr.  Time out for dinner and couple of beers.  Back to putting it to finish and test it out.  TV hung perfectly.  Fit right in the same corner a much smaller stand was in Clean looks with the wires now.,[],B08C78SQPM,B0B2DLVCF3,AFE337D2J37YRU5U6MVTVKNDKWDA,2022-01-24 08:11:52.524,0,True,Electronics,1237,18433,0.5577466835865666
5.0,Good choice,"Just a normal cable, works great for my external monitor!",[],B014I8UQJY,B0199HAOAU,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2020-08-18 01:31:51.689,0,True,Electronics,2097,9900,0.5577466835865666
5.0,Good alarm clock,"I love this alarm. Bright, nice tone. The system is a little confusing but the manual helps a lot. Once you get the hang of it you'll love it. It's a nice gentle way to wake up.",[],B0093162RM,B0093162RM,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2020-01-09 18:16:38.362,0,True,Electronics,2097,7139,0.5577466835865666
5.0,Works great!,"Works great with my pixel 2, I can charge quickly while listening to music.",[],B07FCZY1ZB,B07FCZY1ZB,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2018-12-07 16:27:24.036,0,True,Electronics,2097,12840,0.5577466835865666
5.0,Great for music/podcasts and receiving calls,Works flawlessly! Great for music/podcasts and receiving calls. The microphone isn't set up that close to my face but still captures my voice clearly.,[],B00RH29CJO,B00RH29CJO,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2018-08-24 13:48:21.776,0,True,Electronics,2097,8952,0.5577466835865666
5.0,Nice lightweight sleeve,I am not sure how much protection this provides - certainly less than a camera bag - but it will protect against scratches and small bumps. It's fairly thin. It fits my Canon EOS Rebel T6i w/ kit lens very well - like a glove.,[],B01976K5B6,B08P3VMW76,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2017-01-02 03:24:55.000,0,True,Electronics,2097,16362,0.5577466835865666
5.0,better than I expected!,"Awesome product, fits well on my mac. Would definitely recommend.",[],B013KPXNSW,B013KPXNSW,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2016-01-27 00:54:02.000,0,False,Electronics,2097,9530,0.5577466835865666
4.0,Did anyone use this for a recessed TV mount?,I believe the electrical boxes are made especially to fit in a recessed (in wall) TV mount fixture. That is perhaps why it is made narrower. In the comments I am not seeing anyone using it for this. I would love to hear if someone used it placed inside a recessed mount and how it worked.,[],B001PL3XJS,B0862W5BQ8,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2017-01-15 12:00:15.000,0,False,Electronics,822,15348,-0.34107119652721657
5.0,Don't know why I didn't get one of these years ...,Don't know why I didn't get one of these years ago..it's saving me $9 a month rental fee i was paying Comcast,[],B004XC6GJ0,B004XC6GJ0,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2014-09-04 16:40:55.000,0,True,Electronics,822,6341,0.5577466835865666
5.0,Great portable monitor,"Worked great for a vacation monitor. Had no issues with my MacBook. Good resolution, no dead pixels. Very easy to carry around",[],B07V1SQ966,B0BNX9QVXZ,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2021-12-06 23:16:41.151,0,True,Electronics,1692,19109,0.5577466835865666
5.0,All rounder!,"This has been a great headset for video conferencing all day. Comfort is great, mic quality is great and when I do play music it sounds great too.",[],B07Q9MJKBV,B0BN534JBB,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2020-10-28 20:46:54.826,0,True,Electronics,1692,19069,0.5577466835865666
5.0,"Great, simple, strong",Can easily hold 2 pairs of headphones and looks great!,[],B07PQ334GJ,B08X4R1T16,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2020-10-02 17:38:32.073,0,True,Electronics,1692,16690,0.5577466835865666
5.0,A great device to make any headphone wireless,Sound quality of my dt 990 much improved compared to just hooking up to my phone. Would recommend to everyone. Small and easy to use,[],B07ZK3M6XK,B08932J7NC,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2020-09-03 18:38:59.350,0,True,Electronics,1692,15589,0.5577466835865666
5.0,Big hit at lunch,These are incredible value for the money. All of the included parts have worked for a few months and are still in great quality. We use them at lunch for an hour each day with smash.,[],B078LLS33F,B078LLS33F,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2019-10-13 02:49:11.031,0,True,Electronics,1692,12117,0.5577466835865666
5.0,Easy and plentiful,"Stick great to my desk and provide ample spaces for all of my cords. The color coding is more useful than I thought originally. Since each one has two spots, I had enough for my desk and bed night stand.",[],B00V3KM73E,B00V3KLZSW,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2016-06-01 14:39:40.000,0,True,Electronics,1692,9127,0.5577466835865666
5.0,Great RAM,"This pair is fantastic for the price I paid(just over 50$) . There are a little long and tall which forced me to move my two fans around them, but that is more case design flaw than anything. I haven't had any issues with them and have used PNY for a long time.",[],B012ASFKOU,B012ASFKOU,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2016-06-01 14:34:43.000,0,True,Electronics,1692,9454,0.5577466835865666
4.0,good and cheap,Had for about a month now. Still running strong and keeping my twc ultimate internet on all 8 of my houses devices. Goes through three rooms and I'll lose just a small fraction of speed (10mbps loss for a ranch style house).,[],B001FWYGJS,B001FWYGJS,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2015-03-29 01:24:37.000,0,True,Electronics,1692,5295,-0.34107119652721657
5.0,Does what it is meant to do,"Very easy to configure, fits my 11.6&#34; Alienware very well. I can focus air on my Gpu and WASD keys to prevent from getting hot. Easy recommendation to anyone who needs a cooler for intense applications. My WASD keys barely get hot and my Gpu runs much more stable.",[],B00CPZJP7M,B08YP2F6VG,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2013-10-24 15:41:12.000,4,True,Electronics,1692,16770,0.5577466835865666
5.0,Works great with my Samsung Galaxy Pro S5e,Everything works great on the hub with my Samsung Galaxy Pro S5e.,[],B07TVSLDND,B0C8HDXFXN,AEAUZK2OLWXD75AWJOCCGGCL3H2A,2020-06-30 02:30:16.259,0,True,Electronics,195,19834,0.5577466835865666
5.0,At first seemed DOA.,Must visually confirm that connector is fully extended by looking at slide groove.  Mine seemed DOA until I realized that  it wasn't making electrical connection.,[],B00RBGYGPG,B00RBGYGPG,AEAUZK2OLWXD75AWJOCCGGCL3H2A,2015-09-26 13:40:00.000,0,True,Electronics,195,8939,0.5577466835865666
5.0,Protects my power supply from small screws,Any small screw dropped in my computer case seemed to end up inside the bottom mounted power supply.  This filter will keep them out.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6196JJXVPVL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6196JJXVPVL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6196JJXVPVL._SL256_.jpg'}]",B007EVDJV0,B007EVDJV0,AEAUZK2OLWXD75AWJOCCGGCL3H2A,2012-07-17 19:42:44.000,1,True,Electronics,195,6804,0.5577466835865666
5.0,5 stars but be careful that you get what you paid for,Bought four of these to use in a RAID.  All four of the boxes had PN: 98D648 - 550 on the box.  When I installed one of the drives it was smaller than the others.  PN on smaller drive's label was 98J146 - 308 and it was called a Barracuda 7200.10.  Larger drives were Barracuda 7200.11 9BX154 - 303 on the drive label.  Returned it and will check the replacement when it arrives.<br /><br />7/3/08 Received replacement drive and it was Barracuda 7200.11 9BX154 - 303.,[],B000EY5F5C,B00KLZLBCK,AEAUZK2OLWXD75AWJOCCGGCL3H2A,2008-06-30 17:52:31.000,1,True,Electronics,195,8417,0.5577466835865666
5.0,Cute for photos!,Thin material but perfect to hang for a photo backdrop. Very happy!,[],B07RJHQSGB,B09NHSGWPD,AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,2021-11-02 16:22:59.357,0,True,Electronics,150,17890,0.5577466835865666
1.0,Arrived damaged,Arrived damaged,[],B095KHWNLK,B095KHWNLK,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,2022-07-19 20:42:13.664,0,True,Electronics,1618,17114,-3.0375248368685663
5.0,Great,Fast charging,[],B07PGRR6QN,B08BRJ98H3,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,2020-11-22 22:33:49.795,0,True,Electronics,1618,15713,0.5577466835865666
5.0,As good as advertised,This product is as good as advertised. The cost is attractive; considering you will likely replace them again in the future. I’ve attached a pic of the old and newly installed pads for comparison.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/81Nug5NTwhL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Nug5NTwhL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/81Nug5NTwhL._SL256_.jpg'}]",B07TZJ1CMC,B08912RRG5,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2022-05-22 20:42:27.409,0,True,Electronics,3272,15576,0.5577466835865666
5.0,Good cord,Good cord. 15ft is exactly what I wanted.,[],B00DI89SLS,B07GVWH35S,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2019-06-08 21:07:32.317,0,True,Electronics,3272,13065,0.5577466835865666
5.0,Great cover and protection,Fits my MacBook Air perfectly! Has a soft touch. Great product.,[],B06VTQK7CB,B06VTQK7CB,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2019-06-08 17:16:26.774,0,True,Electronics,3272,11173,0.5577466835865666
1.0,Don’t buy this product,"DO NOT BUY THIS PRODUCT!! The first time I zipped the first pouch, the zipper broke. I tried another one, same thing,  zipper broke on the first try. HORRIBLE!!!",[],B0776DSP7Y,B0776DSP7Y,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2018-05-12 00:32:47.886,1,True,Electronics,3272,11993,-3.0375248368685663
2.0,Disappointed,Not very accurate in tracking steps taken.  Wrist band started coming off after 3 months of use.,[],B00N2BVOUE,B00NWXM5U0,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-05-23 01:48:59.000,0,True,Electronics,3272,8697,-2.138706956754783
5.0,Five Stars,Works great. Easy to install.,[],B00EVVGAFI,B01DDIAX1Q,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-05-23 01:46:52.000,0,True,Electronics,3272,10177,0.5577466835865666
2.0,Very Disappointing,Very very slow processor. Disappointing.,[],B00L49X8E6,B00L49X8E6,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-05-23 01:43:23.000,0,True,Electronics,3272,8469,-2.138706956754783
5.0,Great headsets,Great headsets. Comfortable. Great sound quality.,[],B005HS5MKS,B09HDZ8FQY,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-05-23 01:21:46.000,0,True,Electronics,3272,17613,0.5577466835865666
5.0,Great Case,"Great case. Fits both the iPad Air & Air 2. Comes with a removable inner lining. When removed it fits the iPad Air. Looks good. Bought it in December 2014, still in great shape.",[],B00PQBDQPO,B00PQBDQPO,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-05-23 01:20:54.000,0,True,Electronics,3272,8824,0.5577466835865666
5.0,Great Product,AWESOME sound!  Easy to install. The wireless subwoofer makes it easy to place any where in the room.,[],B00CRF9V2O,B00CRF9V2O,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-05-23 00:57:19.000,0,True,Electronics,3272,7618,0.5577466835865666
5.0,Great Product,Excellent sound. Easy to install.,[],B00BHC7ZTE,B00BHC7ZTE,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-05-23 00:51:05.000,0,True,Electronics,3272,7449,0.5577466835865666
4.0,Worthy Purchase!,"Arrived sooner than the original really long estimated date.  Packaged well.  Remote wall bracket included.  No ceiling or wall mounting hardware included for the screen.  Very quiet operation. Moves very slowly up/down, but no big problem as the projector is usually getting up to temperature.  High vinyl odor, but that's fading, since installed 4 days ago. Does hide-away nicely and seems unobtrusive.  Worthy purchase.",[],B00852JEPW,B00852JEPW,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2014-12-29 20:39:33.000,0,True,Electronics,3272,6973,-0.34107119652721657
2.0,This thing has a mind of its own…..,This cameras seems to focus on what “it” wants. I will try to capture and watch an area by moving the cameras visual area using the app but it will quickly return to another area. Not even the same area as was before I decided to look elsewhere. It tends to bounce anywhere it’s little heart desires causing me frustration and non use.,[],B07YB8HZ8T,B09ZTXZ1MQ,AERGOXGAFZ2J3ZMHXVLZQGTW36RA,2022-04-16 04:31:07.057,0,True,Electronics,684,18362,-2.138706956754783
5.0,Easy connect,A little crackly at times but not that noticeable. Just turn the volume up. Easy connect. Use everyday,[],B06XJ1YZSH,B09MYGF318,AHNCL7NLOKEPI7UADY4TIXN3UTFA,2021-02-26 10:05:40.793,0,True,Electronics,3398,17857,0.5577466835865666
1.0,Junk,"To me, this was a waste of money. Not useful on a plane or really anywhere. Too short, once bent, leaving no surface space so phone wants to fall off. Don’t buy it. Save your money.",[],B072MBPWMV,B07VV6TT69,AFEAJQIVVIZCTKQNNHD73H7VQSPQ,2020-04-29 14:46:45.329,0,True,Electronics,1243,14486,-3.0375248368685663
5.0,Good purchase,Works great. Son uses it to hold Beats and Jaybirds. Traveled well and protected items.,[],B01EMYUOLE,B07BRHB8C1,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,2020-01-31 11:54:33.218,0,True,Electronics,1765,12381,0.5577466835865666
5.0,Happy with purchase,Works great. No complaints!,[],B0714NB5TL,B07Z6BPJXQ,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,2019-01-07 00:35:00.925,0,True,Electronics,1765,14840,0.5577466835865666
4.0,"Big,sturdy and easy zippers","My son likes it,holding up well considering how much weight he puts in it.So far so good!",[],B071ZYHCM6,B083YHS7SV,AFDERBL3G23J5U6HHQBAZLTREKOA,2022-03-20 16:58:14.239,0,True,Electronics,1222,15194,-0.34107119652721657
5.0,Five Stars,love them so much thank you,[],B002MAPSC6,B0046EDOWW,AHXSBZT52TCPZUBVCBRICTHWUCBA,2015-02-19 14:25:17.000,0,True,Electronics,3702,6074,0.5577466835865666
5.0,Five Stars,awesome,[],B0045DT3A6,B0045DT3A6,AHXSBZT52TCPZUBVCBRICTHWUCBA,2015-02-19 14:24:49.000,0,True,Electronics,3702,6066,0.5577466835865666
5.0,Great quality and fit!,Very sturdy and well made. My AirPods fit snugly into the case and the cases latching button is magnetic and closes easily and is very secure. The charging light is visible as there is an opening for it built into the case so you can see when it is light up red or green and the charging port is accessible so you don’t have to remove them to charge them. They clasp onto my purse sturdily and I have no worries about them becoming dislodged from my purse and getting lost. If you want to use a different clasp it’s interchangeable with one of your choosing of the same size. Great quality for a great price. HIGHLY RECOMMEND!!,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL256_.jpg'}]",B08215Z1M5,B09DSSQ52Q,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,2021-04-23 17:14:15.317,7,True,Electronics,1254,17489,0.5577466835865666
3.0,"Decent, but the design is flawed.",Somewhat disappointed. Works as advertised except this desk is not wide enough and therefore your computer is not centered for typing. I’m order to do my homework I have to set it up as shown in my photo (move computer to center of desk instead of where it’s supposed to sit) which leaves little room for my mouse to be used. This is the only flaw I am seeing so far.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL256_.jpg'}]",B07H3PN7K3,B07H3PN7K3,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,2020-08-20 21:45:24.239,0,True,Electronics,1254,13098,-1.2398890766409998
5.0,Five Stars,Gift,[],B0733GXPYZ,B0733GXPYZ,AHBHMMUTJ5W3SZUHVKUP35ZYKUHA,2018-04-13 23:09:20.862,0,True,Electronics,3038,11550,0.5577466835865666
2.0,Flimsy stamd,The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand.,[],B07TPLH5YK,B07TPLH5YK,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,2021-05-26 08:46:03.645,0,True,Electronics,1424,14351,-2.138706956754783
2.0,Manufacturers defect and terrible customer support.,Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL!  I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!,[],B07FPQ343D,B07FPQ343D,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,2020-08-18 18:27:50.949,0,True,Electronics,1424,12891,-2.138706956754783
5.0,Very nice! I love my new larger screen Kindle,Very nice!  I love my new larger screen Kindle.,[],B00VKIY9RG,B00VKIY9RG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,2015-12-01 20:10:23.000,2,True,Electronics,3544,9150,0.5577466835865666
5.0,Love it! It fits my Chromebook perfectly,Love it!  It fits my Chromebook perfectly.,[],B00J39BYSG,B07BJ8KD6X,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,2015-06-30 21:27:51.000,0,True,Electronics,3544,12335,0.5577466835865666
1.0,Horrible. It did not amplify anything,Horrible.  It did not amplify anything.  All I heard was a buzzing sound.  I'm so disappointed.,[],B0061F6QUG,B0061F6QUG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,2015-01-12 17:28:54.000,0,False,Electronics,3544,6618,-3.0375248368685663
